From	To
P16378	Galphao
Q86B91	tinc
Q9VJN4	CG13241
Q8IQN4	Mbs
A1Z6N5	Dmel\CG3270
Q9W3S4	Dmel\CG4617
Q7K2X1	nopo
Q9VC66	Dmel\CG6607
Q9VXQ2	Graf
P20432	GstD1
Q9W0K9	Dmel\CG9205
Q9VHX4	Dmel\CG2767
Q9VSX2	BEST:GH12586
Q9VBL8	Dmel\CG14354
Q9VR24	Dmel\CG15631
Q9W4I4	HLH4C
Q9VVK7	NUCB1
Q9VI74	CG10055
Q9VWQ2	S6KL
Q9VKV4	Nse4
Q9I7L4	MAGE
Q7K237	C1GalTA
P20353	Galphai
Q7JN06	BEAF-32
Q9VI72	Sas-4
O76928	cm
Q9VWJ4	Dmel\CG8010
P53501	Act57B
Q0E8R1	vir-1
Q9VI65	Dmel\CG10068
Q9W2I6	MFS16
Q7JNE1	prod
P10084	sc
P11420	da
Q24154	RpL29
Q86BM6	CG11023
Q9VM89	Dmel\CG11322
Q9VVC5	Nc73EF
Q9VD99	C15
Q95TL8	Dmel\CG9911
Q9VRF5	Dmel\CG14579
Q7JQ36	sax
Q9VBN2	LpR2
Q9U1K1	spir
P08736	eEF1alpha1
Q9VHS2	COX7A
Q9VFP2	rdx
Q8MZI3	BcDNA:HL07910
Q8IQ02	OtopLb
Q967S0	Prat2
P04412	Egfr
Q9W2F2	mahj
Q9VS84	ltl
Q00168	CaMKII
Q9VIV2	swm
Q8SYU5	Dmel\CG10086
Q7KHK4	cg
Q9W0E4	Psa
Q9VGA0	GstD9
Q8SXK2	ArgRS-m
Q9VI64	Dmel\CG10098
P21187	pAbp
Q9VU18	CT30663
Q9VN45	spartin
Q9VZU7	Usp5
Q9V3G9	NEST:bs17h08
Q9VMZ5	TwdlF
Q94511	ND-75
Q9VQS0	bs30c03.y1
Q9VYG2	Bap60
Q960H6	Traf-like
Q9VRY6	Dmel\CG10103
Q8I0P1	spas
Q8I0N3	TwdlL
Q8SX59	CG9083
Q7JVH6	Dmel\CG9436
A1Z9Q9	Dmel\CG10104
Q7KJ73	Tsp42Ee
P02828	Hsp83
Q8SWU7	CG1354
P29310	14-3-3zeta
P84051	His2A
P84051	His2A:CG31618
P84051	His2A:CG33808
P84051	His2A:CG33814
P84051	His2A:CG33817
P84051	His2A:CG33820
P84051	His2A:CG33823
P84051	His2A:CG33826
P84051	His2A:CG33829
P84051	His2A:CG33832
P84051	His2A:CG33835
P84051	His2A:CG33838
P84051	His2A:CG33841
P84051	His2A:CG33844
P84051	His2A:CG33847
P84051	His2A:CG33850
P84051	His2A:CG33862
P84051	His2A:CG33865
P22769	Prosalpha4
P08120	Col4a1
Q9VK57	Pih1D1
Q9VT32	Dmel\CG6767
Q24560	betaTub56D
Q7JXA2	PRAS40
Q7JZW0	Cpr51A
P49415	Sdc
Q9W5A9	Dmel\CG11380
A0A0B4K7S6	mld
Q9VGY3	Dmel\CG14684
Q9VDH8	RpS30
Q9VR99	cactin
Q7K180	Map60
Q9W418	Ubi-p5E
Q9W3Z4	Dmel\CG3342
Q9VPY2	Plap
Q9VBQ5	Dmel\CG5112
Q23972	smg
Q24141	mei-S332
Q9VVL6	MED19
Q9VTH5	Dmel\CG6175
Q9V466	Nup107
Q9VW52	Prp3
Q9VAF3	Dmel\CG7824
P05084	hb
Q03427	LamC
Q9VG31	Men
P91875	RpI1
Q9VRX6	zpg
Q7JUY7	ced-6
P17886	crn
P26686	B52
P49762	Doa
P19018	tra2
Q8IRH5	CG2199
Q9VK56	MRP
Q9VU77	JMJD7
Q9W2A5	PpD5
Q7K5M2	Dmel\CG10139
Q9W1Q8	eIF2Bdelta
Q0E8F8	FoxK
P48598	eIF4E1
P54623	cnn
P00528	Src64B
Q8T3U2	RpS23
Q9V9P1	Dmel\CG10834
Q7K157	Dmel\CG10927
Q9W1H5	DCP1
Q7JY80	mspo
P45884	AttA
Q8T965	Dmel\CG15676
Q9VJD4	Sgt
A1ZA28	Dmel\CG8204
Q7JZJ3	Cpr56F
Q9VF15	glob1
Q9VRX0	Dmel\CG10147
Q7KLV9	Rpn6
Q9VQA2	Dmel\CG4270
Q7K2Q8	Trs31
Q9VUZ1	Trs20
Q9W5W8	Dmel\CG9577
Q9V415	Hrd3
M9PBE2	Hakai
P13008	RpS26
Q9VNV0	Srpk79D
Q9VU72	Dmel\CG10154
Q9VAW8	Mst98Ca
Q7Z2C5	Dmel\CG12723
Q9VPJ6	Dmel\CG13694
Q9W4B3	Vsx2
P31409	Vha55
P20482	cnc
P08266	RpII140
P11450	Fcp3C
P06002	ninaE
O16797	RpL3
Q94920	porin
Q9VUH9	Dmel\CG9425
Q9XTN4	brk
P23654	Nrt
Q7K0G4	Spred
Q9VBA8	ms(3)K81
Q9VG84	DNAlig3
Q9VAE7	CG15512
Q9VCK1	GILT2
A1ZBC3	Dmel\CG15071
Q9W5R5	Slmap
P13395	alpha-Spec
Q7JUF8	Edem1
O96860	Cdlc2
Q9VG59	Dmel\CG5608
Q24117	ctp
Q9VN89	Kat60
Q9VJ22	BEST:GH09876
A9UN61	CG13114-RB
Q9VKN9	SmydA-3
A1Z7M0	spab
Q27889	Pp2B-14D
Q95028	Ldh
Q9VUW2	IMP
Q9VCK0	eIF3d1
Q9VHV5	Arl8
Q9VCL2	NEST:bs02f09
Q8IRY0	DAAM
Q9VEZ3	msps
Q9VSL4	GstO2
Q7K161	IPP
Q9VG07	Dmel\CG7488
Q9VHG0	HP1e
Q24090	Snr1
Q9VZJ3	Rcd5
Q7JUY8	Pbp49
Q9I7J2	m-cup
Q9W062	Mfap1
Q7K304	Drep2
Q7JVL3	Prp38
Q0E9B7	Drep3
Q9VZL3	Sc2
Q9W1H7	PHDP
Q9W1C9	EbpIII
Q9VAF2	Dmel\CG15514
Q8MLN2	BcDNA:SD21514
Q9VUA0	CG8833
Q9W3D5	Dmel\CG12081
Q9VHA0	Scm
Q9VCL6	Dmel\CG10175
Q9VBY7	veli
P40945	Arf102F
Q9W083	Dmel\CG12020
Q9VWD9	Ubqn
Q9VFU2	Dmel\CG14369
A1Z7J1	sns
G4LU05	Neto
Q9VTW3	Dmel\CG4328
Q0E9B6	RpS11
Q9VIV0	Dmel\CG10188
Q9VIV3	CG10189
Q9VJ37	tup
Q9VIP0	nesd
Q9VMB9	COX5B
Q9VNP8	Ssl1
Q9VYA4	Dmel\CG11164
Q24400	Mlp84B
Q961E7	PhKgamma
Q9W3K6	Dmel\CG2258
Q9VIE3	CG17401
Q7KTA1	NimB2
Q9VVB5	Lmpt
Q7KUB3	ImpE1
P52034	Pfk
P29052	TfIIB
Q9VL21	Dmel\CG5708
Q95RQ1	slow
Q8INR0	stck
Q9VH90	trbd
Q9VV11	anon-WO0153538.46
A1Z8Z8	Dmel\CG13157
A1ZBV0	Dmel\CG13427
Q9W219	CG13512
Q9VD17	Dmel\CG13857
O16011	mbl
Q9VCH1	eIF4G2
Q9VNX3	Dmel\CG14563
Q9VZI1	Chd64
Q7K485	cathD
Q9W5Y4	Marf1
O77259	Vsp37A
P27619	shi
Q9VYM8	Rab40
Q9VPI4	Cda5
P20439	CycB
Q9W140	Dmel\CG3548
Q9W106	Dmel\CG3589
Q95T37	Nmda1
Q9VVT8	ACSL1
Q9V3S0	Cyp4g1
Q95RS6	BcDNA:LD13269
Q9VV44	Cpr72Ea
Q9VV38	Dmel\CG4998
Q8IQV7	Dmel\CG6933
Q9VS81	Dmel\CG7548
Q8T3W6	hale
Q9VVE2	rogdi
P52029	Pgi
Q9V3U6	26-29-p
Q9VIV9	Dmel\CG10195
Q9VLZ1	Dmel\CG7025
Q9VRM7	spo
Q9VCH5	Nup98-96
A1Z971	dRNF34
Q8SY73	CT28709
Q9VM69	nop5
O76863	eIF2Bbeta
Q7JZR4	NaPi-T
Q9VCH7	Dmel\CG10208
Q9VVI1	Alsin2
Q7K3Q3	Dmel\CG10209
Q9VUB1	Dmel\CG9040
Q9VI21	Dmtn
Q9VJ80	Dmel\CG10211
Q7KK96	SMC2
Q9VCI0	CG10214
Q7KMG7	Ercc1
Q8IQQ4	Gorab
Q24087	mei-9
Q9VKW2	pie
A1Z7G6	AAF59068
Q9VCI4	udt
Q9V9Q4	Dmel\CG1416
Q9VYD7	Tim9a
Q9VCI5	SdhD
P07186	Cp19
Q9VGW7	Art1
Q7KLX3	Tapdelta
Q9VU67	Dmel\CG10222
Q9VCI7	RanBP3
Q24574	Usp47
Q9V3Z4	Rpn5
Q9VJ79	Pde11
Q9VQW4	Dmel\CG15422
Q9VM81	Dmel\CG17377
Q9VL14	REPTOR-BP
P10734	kni
Q9V7W9	NiPp1
Q00174	LanA
Q7K4K7	cbs
Q9I7M3	Dmel\CG10237
Q9VLJ8	Uba4
Q9VBX2	Mocs2
Q9V769	Cyp6a22
Q9V771	Cyp6a23
P82711	Cyp6a19
Q9V773	Cyp6a20
Q27594	Cyp6a9
Q9VCJ5	prt
Q9VCJ6	bs30h03.y1
Q8T0F5	Zyx
Q9VMW8	CG3792
P22058	D1
Q9XZ32	Dmel\CG10254
Q9V780	Lap1
O76876	ssx
Q9W1B9	RpL12
Q9VJW8	Dmel\CG9254
Q8SWZ6	BcDNA:RH51312
Q9VZQ9	Strip
Q9VPF3	Hpd
A1Z9X0	aPKC
O97111	par-6
Q9VVT5	Dysb
O76521	Kap-alpha1
Q9W550	i207
P54356	tsg
Q9Y156	obst-B
Q7K2K2	CG30474
Q9VI24	Zif
Q9VM15	chm
Q9VKX2	Mdh1
Q9VRV6	Dmel\CG7386
Q9VIK1	TM9SF2
Q9VRV5	D19A
Q9W3N6	p115
Q4QQ70	Dmel\CG15602
E2QCS7	Dmel\CG17097
Q9W334	RpS28b
Q9VCF2	CG5875
Q9GU68	eEF5
P20009	Dll
Q9VJN5	wek
P39018	RpS19a
Q03017	cact
Q9VP20	Mkrn1
Q7K2U6	anon-WO0140519.78
Q9VFV9	Droj2
Q9VK21	Ipp
Q9VHM3	M1BP
Q9VRV4	D19B
Q8INR6	gpp
Q9NB13	Tsp42Ec
Q03334	RpS13
P07182	Cp36
Q9VHM5	Dmel\CG8159
Q9VH69	RpS29
Q9VI20	gzl
Q9VF00	GATAe
P19109	Rm62
Q0E8K5	mri
Q9W0W6	Nplp1
P16554	numb
Q9W0D6	cg7879
P39736	Bx42
Q9VQI4	Dmel\CG8813
P02833	Antp
Q9VNK5	Dmel\CG10280
Q05913	TfIIFalpha
Q9VJ84	Dmel\CG10283
Q9VPE4	CG5969
Q9VNL0	Gasp
Q9VTY7	Dmel\CG10654
Q9VNA6	Cerk
Q8T0A1	CG3919
Q9VJ00	Lim3
Q8T913	Fancl
Q8T3Y0	sinah
Q9VRD6	Ntf-2
Q32KD2	egg
Q24093	Hydr2
Q9VF30	rec
Q9VFC6	Mf
Q9VCJ2	Dmel\CG10300
Q9VRC3	anon-WO0140519.251
Q9VCJ3	Dmel\CG10301
Q9VJ86	bsf
Q9VBI0	Dmel\CG14543
Q9VBP5	jigr1
Q9W2D9	eIF3k
Q9VTU4	eIF3l
Q9W4E2	rg
Q9VV52	RAF2
Q8INH9	Dmel\CG7518
Q8IGV3	WUN-like
Q960W0	CG31643PA
P07486	Gapdh1
Q9W2E3	NC2alpha
Q9VR92	Dmel\CG15459
Q9VSZ1	DmTOM1
Q9VEN1	cher
Q9VJQ5	NC2beta
Q9VXB5	mRpL22
Q8MSS1	lva
Q9VNX6	Nopp140
P07487	Gapdh2
P29742	Chc
Q9W2F0	Dmel\CG10321
Q9VIZ3	l(2)37Cb
Q9VM49	Caper
Q9VU43	SRm160
P12297	su(w[a])
Q9VGG3	CG18546
Q9VL71	Srp54
Q9XYZ6	UKL
Q8IR33	Dmel\CG6340
Q9VVU4	Dmel\CG6843
Q9VES1	CG10326
P29555	abd-A
Q8SXP8	TBPH
Q9W3I9	Traf6
Q9VYL7	Pits
A1Z6H0	kune
Q9VX43	Dmel\CG12992
Q9VIV8	Dmel\CG13084
Q9VMK2	Dmel\CG13992
Q7JUV6	tn
Q9W3A1	Dmel\CG15365
Q9VZ56	Dmel\CG1637
P54361	Oda
Q9W351	Aladin
Q9VQL4	DM_7295851
Q9V3W9	Rad23
Q9VZ45	Myo10A
Q9W2X5	Dmel\CG2962
A1Z8D2	CG18003-RC
Q9W2X2	BcDNA:GH09358
Q7JWQ7	Swim
Q8IP90	bru1
Q9VXH6	CalpC
Q9VGQ1	alpha-KGDHC
Q9VBE2	TwdlM
Q9VD48	BomBc3
Q9VBL2	Dmel\CG5890
Q9XTM1	Sec10
Q9VTU9	Dmel\CG6910
P11046	LanB1
Q9VEG6	Pxt
Q9VS59	akirin
Q9VS12	Cpr65Ea
Q9VU95	CG8745
Q95TJ6	LP01469p
Q9VMJ5	Gal
Q8IPN1	tacc
Q7KTX8	skd
Q24113	nonA-l
Q01083	spi
Q9VTV9	Pbgs
Q9VN97	Tim17a2
Q8INX3	CG10336
Q8T0I9	Tsp
Q9VVZ6	Dmel\CG12519
A1Z823	Dmel\CG1418
Q01645	Mst84Dd
Q9VE75	Vha100-2
P07548	Dfd
Q8IP91	d3635
P10379	uzip
Q7KN04	fat-spondin
Q9VES8	anon2A5
Q7KLW9	Prp19
Q9VDV3	Nup58
Q9VJ62	CG10341
Q9VZP9	Dmel\CG12012
Q6NN09	ATPsynC
Q7K2V7	Tsp42Eb
Q9VJ57	Grip71
Q9VJ55	Dmel\CG10348
Q9VJQ0	BG:DS03192.2
Q9VYS8	Dmel\CG10353
Q9VM71	Rat1
Q9VZN6	Dmel\CG10357
P14199	ref(2)P
Q8T053	anon-84Eb
Q9VQE0	Drp1
Q9VIT9	Tep4
P14318	Mp20
Q9VSI1	Dmel\CG7182
Q9VIT3	msb1l
Q9V9M7	RpL21
Q9VB27	Dmel\CG12885
P11929	Bsg25D
Q9VE56	Dmel\CG14301
Q9VRI1	whe
Q9V458	BG:BACR48E02.3
P55830	RpS3A
Q8SY59	gem
Q9VDM7	Dmel\CG4335
Q9VTP4	RpL10Ab
Q24186	RpS5a
P48592	RnrS
Q02748	eIF4A
Q9VXX8	RpL37a
P23757	Poxm
Q9VN78	Dmel\CG12589
Q9VCI9	Dmel\CG10365
Q9VE23	Xrp1
Q9VFF0	UQCR-C1
Q95TZ0	Dmel\CG10494
Q9W4P5	VhaAC39-1
Q86BN8	PTPMT1
Q9VJ58	Faf2
Q9VJ59	Jwa
Q9VT69	Dmel\CG6707
Q7K2L3	CG8248
Q9Y0Y5	epsilonCOP
Q9VNS5	BcDNA:RE13473
Q9VCH9	Dmel\CG10375
Q9VJ61	Dmel\CG10376
P48809	Hrb27C
Q95T44	CG4571
Q02926	Rb97D
Q8IP72	loqs
Q9W4G9	Dmel\CG2871
Q9VCH4	mbc
Q9V9V9	CG11539
Q9VJ19	RpL30
Q9VMA3	cup
Q9VRC8	Dmel\CG11227
Q9W409	Dmel\CG12219
Q9VZF9	Cpr64Ad
Q9VE30	Dmel\CG14297
Q9VMZ6	TwdlG
Q07327	Rop
Q9VKA7	Dmel\CG17211
Q9VR61	S6kII
Q01643	Mst84Db
P30432	Fur2
Q9VYJ3	CG15723
Q9VQB9	Dmel\CG3557
Q23985	dx
Q9VFA8	lincRNA.S6902
Q9VBP2	RASSF8
Q9VH84	Pnn
Q9VYB1	Ndc80
P83949	Ubx
Q9VNC1	mRpL44
Q9VW23	ms(3)76Cc
Q7KJA9	sxc
Q9V490	toy
Q9W227	Dmel\CG2852
Q9XTL2	Stam
Q9Y0A7	amos
A1Z6E8	mdcds_12730
Q9GYU8	mbo
Q9VLT7	RpL36A
Q8T0G1	ZnT41F
Q8T4H8	COX4L
Q4V5J3	Dmel\CG10405
Q9VEV5	mRpS33
Q9VEZ6	cg10407
Q8SZP2	TwdlE
Q9VI16	CRAT
Q9W0N9	ebd1
Q9VPH4	kin17
Q9VJ97	CG7200
Q9VJ75	Dmel\CG10413
O96880	TfIIEalpha
Q8MSF5	RNASEK
Q9W087	l(3)neo7
Q9VTW6	Dmel\CG10418
O18353	Chi
Q9VVX0	Gem2
Q9VBU9	RpS27
Q9VVW8	Naxd
Q9W4D1	BEST:LD39762
Q9W2F6	Dmel\CG10433
Q9VTW2	INPP5E
Q9VHX1	Dmel\CG10435
P54191	Obp69a
Q9I7C6	Cpr65Ax1
Q9W2F9	twz
Q7KNM2	lwr
Q9W256	Mes4
Q9V3A4	Catsup
P09089	zen
Q9VY87	CtsB1
A1ZBK7	cer
Q7JYA0	Dmel\CG6337
Q9VIS7	Dmel\CG10462
Q7JZ62	Dmel\CG10465
Q9VTE0	Blos2
Q9VSS7	CG5280
Q9VRU0	Dmel\CG10469
Q9VJ11	anon-37B-2
Q0E8N9	sky
Q9VRT2	Dmel\CG10472
Q9VRS9	Jon65Ai
Q8IQG1	Mob2
Q9VRS0	alphaKap4
Q9VPT7	PGAP2
Q9VEC4	Dmel\CG7208
Q9VRR9	Dmel\CG10479
P25171	Rcc1
Q9VXA7	Dmel\CG13005
P28166	zfh1
O46070	anon-WO03040301.165
Q7K0E3	Mob4
Q9VLT9	Cka
P25161	Rpn3
P46222	RpL11
O96607	homer
Q9VWC8	Pmp70
Q9VZ09	sisA
Q9VEE9	Alg1
Q9VTX7	eyg
P91931	SamDC
Q9VSE9	ERR
Q9VHA8	P58IPK
Q7K264	Dmel\CG8569
Q9VRQ7	DNApol-epsilon58
Q7K4C7	Pcyt1
P07185	Cp15
Q9VSB2	CG7388
Q9VJB3	Dmel\CG5681
Q9W2G5	TAF1C-like
Q9Y105	GlnRS
Q8IPT8	Dmel\CG10508
P35415	Prm
Q9VJ39	pepCG10602
Q0KI87	Nuak1
Q4V5L1	Dmel\CG15124
Q9V3P3	REG
Q9VN57	Dmel\CG17387
P40320	Sam-S
Q9VQQ6	Snx1
Q7KM15	bic
Q9VP67	Dmel\CG10510
Q9VDD8	Usp8
Q24251	ATPsynD
Q7JXF5	Nup62
Q9VX17	Dmel\CG6398
A1ZAC7	fidipidine
Q9VLQ9	Snx6
Q95U20	Opa1
Q9VP68	Dmel\CG10512
Q9VBT7	Dmel\CG10513
Q9VBU0	CG33091
Q9VBT6	Dmel\CG10514
P22812	tub
Q9VUU8	Dmel\CG15715
Q9VTY8	sti
P23023	dsx
A1Z9T6	bs33f06.y1
Q7JWN2	BcDNA:RE25177
P31007	dlg1
A1ZB42	MED9
P83099	Pkcdelta
Q9VU17	CT30701
Q7JZZ3	Dmel\CG13321
Q9W2M4	Dmel\CG10527
P84029	Cyt-c-p
Q9VNB9	RpL35A
Q9V8V8	par-1
P02517	Hsp26
Q9W0H1	Dmel\CG9184
Q9VK18	Dmel\CG16812
O76908	vilya
Q9VGG0	1
Q8MT80	PIG-Z
Q8T0U2	Dmel\CG5089
Q9VK38	CT35582
P92201	Lcp65Ag1
P92201	Lcp65Ag2
O46100	EG:8D8.3
Q9VZR5	anon-WO0107627.3
P41092	RpL27A
P29613	Tpi
O76906	crm
Q9VMV9	Rtnl1
Q9VGK7	Elp1
Q7K4V4	CG46338
Q9VIS1	CdGAPr
Q94533	S6k
Q9W2N0	cpa
P48603	cpb
Q95RR8	PAN3
Q9VNP4	Dmel\CG12768
A1Z7N6	Boot
Q9VEU1	Cad89D
Q9VP02	CG12562
Q8SXR1	NLaz
P09082	gsb
Q9VLD6	borr
Q9VUY9	Pgm1
Q9VGP4	Ranbp9
P09180	RpL4
Q9VS62	smid
Q9VIE0	dLEM3
Q9VXJ9	Tob
Q24185	hook
Q9VRP9	Bre1
P26308	Gbeta13F
Q9VBS7	Dmel\CG10550
Q7JY31	Dmel\CG1690
Q9VBS5	Dmel\CG10559
Q9VPR7	cold
P02843	Yp1
Q9VVT2	Indy
Q9VB75	gb
P18487	anon-37Cs
Q9VP77	Dmel\CG10565
Q9VP78	ICA69
P52485	Ubc2
Q8SY07	PICK1
P42207	Sep1
Q9VJ49	Dmel\CG10570
Q9VY42	Dmel\CG1461
Q9W5W6	Dmel\CG9578
Q24248	ara
P52304	polo
A1Z8T9	Dmel\CG8407
Q9VP79	ko
P12982	Pp1-87B
Q9VRP4	Ppat-Dpck
Q9VRP2	BEST:CK00496
Q24133	DnaJ-1
Q9VMQ8	Vps52
Q9VUQ1	BAG2
P92177	14-3-3epsilon
P02835	ftz
Q8SYM9	RpIIIC53
Q9VP87	Pdss2
Q9VP96	Dmel\CG10589
Q9VN44	Karybeta3
Q9VRN1	TM9SF3
Q9VRN0	Dmel\CG10591
Q9VLJ6	Acer
Q8MLT4	Gp150
Q9VRM5	Msr-110
Q9W0L6	Dmel\CG13907
Q9VJ42	Dmel\CG10600
Q9VPI6	galectin
Q9VBX1	Clbn
Q9W3W8	RpL17
A1Z6M0	Bap170
O46034	Cbl
Q9VMA2	Galt
P54269	caup
Q9U6M0	ECSIT
Q9VX85	Dmel\CG4955
Q9VTX8	CG10616
Q9VTZ5	Tsf2
Q9VJ32	Dmel\CG10621
Q9VJ31	Dmel\CG10623
Q9VRM3	sinu
Q9VTZ4	nst
Q00963	beta-Spec
Q9VIS5	Dmel\CG10631
B3DNA8	CG13083-RB
B7Z0B0	sowah
Q8SZ15	Dmel\CG10914
Q8T414	SIP3
Q9VTY2	anon-WO0172774.89
Q9VA42	Npc2g
Q9VYA9	tth
Q9VVG1	Dmel\CG13728
Q9VKF0	CycY
Q9VXS4	Dmel\CG15646
P11596	tra
Q9V4C9	dati
Q9VI04	pyd3
Q9W1E4	PPP1R15
Q95RI5	fax
Q9VRL1	Uev1A
Q9VRK9	Klp64D
Q9VRK8	lama
E2QCZ3	dind
Q94522	Scsalpha1
Q9VX06	mnb
Q9VHA9	Dmel\CG8301
Q9VIN6	38C.2
Q8MR31	Slip1
Q9VEF1	Dmel\CG17801
Q7K3G5	d4
Q9VBN9	Dmel\CG4730
Q9VTY1	Dmel\CG10657
Q9VIQ8	COX4
Q9VRJ2	Fitm
Q9U4G5	Axud1
Q9VRJ8	CG10674
Q9VJ33	Nedd8
Q7JUX2	Den1
A1Z866	CAP
Q9VIQ5	Dmel\CG10680
Q9VI58	Tailor
Q9W590	Ns3
Q9VTY4	CG10681
Q9V8K2	Sec6
Q9VXU8	Grip128
Q9VTY6	vih
Q9VV23	Dmel\CG13044
Q7KRU8	Fer1HCH
Q9VY31	Dmel\CG9411
Q7JXA8	rhi
Q9VIZ0	l(2)37Cg
Q9VAQ3	SP68
Q9VXH9	SWIP
P14130	RpS14a
P14130	RpS14b
Q8MSB1	CG13638
Q9VMX3	Dmel\CG3756
Q9W2K2	LSm1
Q9VTZ0	tral
Q9VSI6	Idh
Q9V434	AsnRS
P24156	l(2)37Cc
Q9VKB3	Mt2
Q9VNI5	Dmel\CG10979
Q9W455	XRCC4
Q7KMQ0	Rpt1
Q9VLD7	aust
Q7PL83	Spf45
Q9VA79	UIP5
O77134	ATPsynE
Q8SYH8	CG17159
P68198	RpL40
P68198	RpS27A
P68198	Ubi-p63E
Q9V3M9	Tektin-A
Q05856	SmB
Q9VCP0	EloA
Q9VHG5	Ibf1
Q9W3Y7	Pat1
Q9W4L5	Dmel\CG12692
A1ZAC4	krimp
Q9W3H0	SPH198
Q9W2U7	nocte
Q9VUS1	comm3
Q9VYJ7	Dmel\CG4004
Q9VPY4	Dmel\CG4887
Q9VX56	Dmel\CG5445
Q3KN34	CG33484-RA
Q9VC90	Dmel\CG5746
Q9VWT2	Dmel\CG6470
Q9VUD7	nuf
Q24180	Deaf1
Q9VLQ4	Dmel\CG8086
Q9VR35	mxt
P36179	Pp2A-29B
Q9VST0	Doc3
Q9VTT2	vers
Q9VCW3	Nup133
Q9VFJ1	Dmel\CG8461
Q9VFK4	NK7.1
Q9VI63	Alh
Q9VJ03	Dmel\CG10700
P46150	Moe
Q4V6W7	Dmel\CG15710
A1Z9U0	Dmel\CG30480
Q9W4I6	Dmel\CG3081
Q9W545	Dmel\CG32801
Q9W424	Spx
Q9VGR1	GCC88
Q9W4E4	Dmel\CG5062
Q8T0M4	toe
A1Z8C0	mms4
Q9VLC8	BcDNA:AT19071
O77051	E2f2
Q8SYQ9	Dmel\CG31446
Q9W229	RpS24
P47980	Tis11
P02516	Hsp23
Q24318	Dp
P31009	RpS2
P17336	Cat
Q9VTH4	scyl
O02195	eIF3i
P40427	exd
P25007	Cyp1
Q9VVX6	Bet1
Q9VU87	Vps36
Q9VU89	Dmel\CG10710
Q86BS3	Chro
Q9VU71	CT28585
Q8MQJ9	brat
Q9VRE9	Dmel\CG1503
P55828	RpS20
P41572	Pgd
O77263	CG4045
Q9VIP2	Pyroxd1
Q9VL76	mtDNA-helicase
Q9VU68	flr
Q9VIP9	barr
Q9VIP8	vls
Q9NJH0	eEF1gamma
Q9VU76	cmb
Q9VRU2	loj
Q29QS8	Dmel\CG10734
Q9V444	Chrac-14
O61231	RpL10
Q9VU88	Liprin-beta
Q9VU29	Dmel\CG10749
Q9VIY1	Dmel\CG10750
Q7KMS3	robl
Q9VUY2	Dmel\CG13074
Q9VUL2	Dmel\CG13458
Q8IMJ2	CG2164
Q9W255	qkr58E-1
Q9VL18	eEF1delta
Q9VU26	anon-WO0140519.236
Q9VYY7	HP5
Q9VU02	SmD1
Q9VU15	Sf3a2
Q9VIP1	Taf13
Q9VIN9	mRpS18B
Q9VNL6	anon-f
Q9VZI9	wit
Q9W3M7	mahe
Q9VN31	Fip1
P13582	ea
A1ZBF6	DptB
Q9W4S7	Myc
Q9VBN1	LpR1
A1Z9B5	Dmel\CG10799
Q9VYD9	ALT
Q9VM76	Rca1
O77430	SkpA
Q9XZ68	betaggt-II
Q7KJ69	SkpB
Q9VM75	l(2)k09022
Q9VM74	Nha1
Q9VF09	Dmel\CG5478
Q9W1X4	Nup214
P41964	Drs
O61380	eIF4G1
Q7K4A8	Dmel\CG10814
P19339	Sxl
Q9VXG6	Dmel\CG4301
Q4QPW2	Dmel\CG10822
Q9VMT5	Cyp28d1
Q8SYL3	eIF4B
Q9XYN7	Prosbeta3
Q7JQH9	whd
Q9W303	Idgf4
Q9VN14	Cont
Q7JQ02	Ubx
Q9VZP5	eIF5B
Q9V558	Cyp4p1
Q9VNZ7	Dmel\CG11248
Q9VJQ6	DCTN5-p25
Q9VIZ1	DCTN6-p27
P51521	ovo
Q9VHL0	hng2
Q9VXQ7	Dmel\CG8206
O46200	Acp63F
Q9W1Q0	SkpF
Q9V637	PI31
Q8IRI6	Glut1
Q8IR26	Dmel\CG32581
Q9Y112	dm1
Q9V597	RpL31
Q94514	COX5A
Q9VQ22	Dmel\CG10869
Q9N6D8	p53
Q9VYA8	Tango2
Q9VK00	Dmel\CG16826
P54611	Vha26
O61348	bbx
Q9VGS2	Tctp
Q9XZH6	Vha13
P25867	eff
Q9U4L6	Tom40
Q9VV18	Dmel\CG13047
P17205	Jon99Cii
P17205	Jon99Ciii
Q8INQ7	CG31460
Q868Z9	Ppn
P10987	Act5C
Q9VQ94	Sec24CD
O18404	scu
Q9VHB8	Dmel\CG8199
Q9VDP7	Dmel\CG10887
Q8T0D9	Regnase-1
P54353	dod
Q9VI27	Dmel\CG15185
P25158	osk
Q9VHW6	Dmel\CG10903
Q9W1E7	Dmel\CG10904
Q9VQ57	Der-1
Q7KQM6	CG11148
Q9VV74	Smn
Q9V333	Kdm4A
O76927	RpS21
Q7JV69	Spn55B
P54360	fj
Q9VHI7	Iru
Q9VA83	Fer2LCH
Q9VE69	CG14308
Q9VR26	Dmel\CG3294
Q95RE0	RN-tre
Q9VMZ9	Dmel\CG1092
P40796	La
Q9VNE9	RpL13A
Q6NLM7	CG15018
Q6WV20	Pgant1
Q9VAT7	aqrs
Q9VKM7	CG6089
Q9VPE2	ND-39
A1ZAY1	Dlish
Q95083	Prosalpha5
Q7K5M6	Sip1
Q7JZD5	Dlip3
Q1LZ24	Dmel\CG1603
Q9VNI9	Sec20
Q9W1L2	CG4093
